Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,1.0,0.0,,0.0,0.3333333333333333,0.5048327479576674,0.0
1,1.0,0.0,0.450565459777283,0.0,0.0,0.39492446436253303,1.0
1,1.0,0.0,0.46725377239986554,0.125,0.0,0.50943500827718,1.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.3128440446774492,0.5
0,0.5,1.0,0.4106276074984845,0.0,0.0,0.4795580903960572,1.0
0,0.5,1.0,0.4232560095587681,0.125,0.16666666666666666,0.575422801995535,1.0
1,1.0,1.0,0.4903222603754447,0.0,0.0,0.4117376275840675,1.0
0,1.0,0.0,0.3649833790507831,0.25,0.3333333333333333,0.5721802927901016,1.0
0,0.5,1.0,0.5583355880909404,0.0,0.3333333333333333,0.5373931885097546,1.0
0,0.5,1.0,0.5846442367504481,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.6324753476211937,0.0,0.0,0.48298549664617263,1.0
1,0.0,0.0,0.450565459777283,0.125,0.0,0.6091169191124597,1.0
0,1.0,1.0,0.6539503483956894,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.5780798256827111,0.0,0.3333333333333333,0.5021740067115567,1.0
0,1.0,1.0,,0.0,0.0,0.3726755450597717,1.0
0,0.0,1.0,0.6324753476211937,0.0,0.16666666666666666,0.606136086232667,0.0
1,1.0,0.0,0.3908830808781312,0.0,0.0,0.3836826214666587,0.5
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,,1.0,0.3333333333333333,0.6123987547851958,1.0
0,1.0,1.0,0.5927763772255862,0.0,0.16666666666666666,0.5118652871156263,1.0
1,0.5,0.0,0.5747675236527549,0.0,0.0,0.5084945361980241,1.0
0,1.0,1.0,0.48398492157353723,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.3996249984573158,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,0.28877108425200393,0.5,0.16666666666666666,0.5807978374617785,1.0
1,1.0,1.0,0.3649833790507831,0.0,0.3333333333333333,0.5204419095945336,1.0
1,0.0,0.0,,0.0,0.16666666666666666,0.5971016752349488,1.0
0,1.0,0.0,0.5987240403310208,0.125,0.6666666666666666,0.5541822734678037,1.0
0,0.0,1.0,,0.0,0.0,0.5327124876590983,1.0
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.600375001533275,1.0
0,0.0,1.0,0.6836929232403552,0.0,0.0,0.5709490308090202,1.0
0,1.0,1.0,0.3400180783317568,0.5,0.16666666666666666,0.5573255055537766,0.5
1,1.0,0.0,0.28877108425200393,0.125,0.16666666666666666,0.4783210927660373,1.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.43828637974458046,1.0
0,0.0,1.0,0.6571603408131788,0.0,0.0,0.5638355581040989,0.0
0,1.0,1.0,0.4106276074984845,0.125,0.16666666666666666,0.4167698439704556,1.0
0,1.0,1.0,,0.375,0.16666666666666666,0.5312146059569067,1.0
0,0.0,0.0,0.6253579602329997,0.0,0.0,0.5558054278839746,0.0
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.5536170408806728,0.0,0.0,0.0,1.0
0,1.0,0.0,,1.0,0.3333333333333333,0.6123987547851958,1.0
0,0.5,1.0,,0.0,0.0,0.5036405451890232,0.0
0,1.0,1.0,0.3649833790507831,0.5,0.3333333333333333,0.5683943213256838,1.0
1,0.5,1.0,0.28877108425200393,0.25,0.16666666666666666,0.5777444618916184,1.0
1,1.0,0.0,0.3400180783317568,0.0,0.3333333333333333,0.524648232129476,1.0
0,0.0,1.0,,0.0,0.0,0.5880823274584867,1.0
1,1.0,0.0,,0.125,0.0,0.5067685847733391,0.5
1,0.0,1.0,0.5987240403310208,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5747675236527549,0.125,0.16666666666666666,0.5067685847733391,0.5
0,1.0,1.0,0.5536170408806728,0.0,0.0,0.42845836148554584,1.0
1,0.5,0.0,0.5274190162439124,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.4232560095587681,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.4232560095587681,0.125,0.0,0.4167698439704556,1.0
1,0.5,1.0,0.3282764692216502,0.125,0.16666666666666666,0.5373931885097546,1.0
1,0.0,0.0,0.5927763772255862,0.0,0.0,0.5513742636740908,0.0
1,0.0,0.0,0.6660784882775902,0.0,0.0,0.6769694877036576,0.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.5846442367504481,0.0,0.16666666666666666,0.45663618822218494,1.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,0.5
0,0.5,0.0,0.46725377239986554,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,,1.0,0.3333333333333333,0.6123987547851958,1.0
0,1.0,1.0,0.5394862107510237,0.0,0.0,0.30692395688258967,1.0
0,1.0,1.0,0.6029084426383433,0.0,0.0,0.3464032120058173,0.0
1,1.0,1.0,0.4106276074984845,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.31321930524371544,0.0,0.16666666666666666,0.47030913785405226,1.0
0,1.0,1.0,0.5274190162439124,0.125,0.0,0.50943500827718,1.0
1,1.0,1.0,0.48398492157353723,0.0,0.0,0.5162777194118078,0.0
1,1.0,0.0,0.3908830808781312,0.0,0.0,0.39492446436253303,0.5
1,0.0,1.0,0.5747675236527549,0.0,0.0,0.5647115128375297,0.0
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.3270734992848313,1.0
1,0.5,0.0,0.5461549750624424,0.0,0.0,0.5221747008933499,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.36814570743360975,1.0
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,,0.125,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.5211836891200355,0.125,0.0,0.6599819216588341,0.0
1,1.0,0.0,0.4903222603754447,0.0,0.0,0.43828637974458046,1.0
0,0.5,1.0,0.5846442367504481,0.125,0.0,0.55026334283178,1.0
1,0.0,0.0,0.5274190162439124,0.0,0.0,0.6197913846593158,0.0
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4740870124718861,1.0
1,1.0,1.0,0.3908830808781312,0.0,0.0,0.4483469373725304,1.0
0,0.5,1.0,0.4903222603754447,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.6324753476211937,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
1,0.0,1.0,0.5635049628108479,0.125,0.0,0.6455065498742252,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.46436884320004346,1.0
1,0.5,1.0,0.4232560095587681,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.43545923315808777,0.0,0.0,0.36814570743360975,1.0
0,0.5,1.0,0.4106276074984845,0.0,0.0,0.4895936900036676,1.0
0,1.0,0.0,,0.375,0.16666666666666666,0.5312146059569067,1.0
1,0.0,0.0,0.5461549750624424,0.125,0.0,0.6388919669209703,1.0
0,1.0,1.0,0.5058003725529221,0.0,0.0,0.4064512868764628,1.0
0,0.5,1.0,0.6713578871651383,0.0,0.0,0.4961343875757615,1.0
1,1.0,0.0,0.34894368318324626,0.5,0.3333333333333333,0.5683943213256838,1.0
0,0.5,1.0,0.46725377239986554,0.0,0.0,0.4740870124718861,1.0
0,1.0,0.0,,0.0,0.0,0.3774141876810806,1.0
0,0.5,1.0,0.5927763772255862,0.125,0.0,0.5373931885097546,1.0
1,0.5,0.0,0.35959697528833057,0.0,0.3333333333333333,0.5429282407860633,1.0
0,0.5,1.0,0.4232560095587681,0.0,0.0,0.4740870124718861,1.0
0,0.5,1.0,0.5340289386283543,0.0,0.0,0.4807832394106314,1.0
0,1.0,0.0,,0.125,0.0,0.49951692650738605,0.0
1,1.0,0.0,,0.125,0.0,0.5067685847733391,0.5
0,0.5,1.0,0.5058003725529221,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.3360274863599648,1.0
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.3464032120058173,0.0
0,0.0,1.0,0.5927763772255862,0.25,0.0,0.6455065498742252,0.5
0,1.0,0.0,0.4768319267563671,0.0,0.0,0.4064512868764628,1.0
1,0.5,0.0,0.46725377239986554,0.0,0.3333333333333333,0.5021740067115567,1.0
1,0.0,1.0,0.5596503913434,0.125,0.16666666666666666,0.5939371525276729,1.0
0,0.5,1.0,0.6462699067792277,0.125,0.0,0.5373931885097546,1.0
0,1.0,1.0,,0.0,0.0,0.36814570743360975,1.0
0,1.0,0.0,0.5058003725529221,0.125,0.16666666666666666,0.47030913785405226,1.0
0,0.0,1.0,0.6918079091781747,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5133270005850489,0.125,0.0,0.5118652871156263,1.0
0,1.0,0.0,0.5801123453070429,0.0,0.3333333333333333,0.5192082852064193,1.0
1,1.0,0.0,0.5058003725529221,0.0,0.3333333333333333,0.5048327479576674,0.0
1,0.0,0.0,,0.0,0.0,0.6288284496418153,0.0
1,0.0,0.0,0.5133270005850489,0.0,0.0,0.6404030247022602,1.0
1,0.0,0.0,0.5461549750624424,0.0,0.0,1.0,0.0
1,0.5,0.0,0.6253579602329997,0.0,0.16666666666666666,0.5373931885097546,1.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.3282764692216502,0.5,0.3333333333333333,0.5683943213256838,1.0
0,0.0,1.0,0.6383320932000024,0.125,0.16666666666666666,0.6312386886545315,1.0
0,0.0,1.0,0.5747675236527549,0.0,0.0,0.0,1.0
0,1.0,0.0,,0.0,0.0,0.39492446436253303,0.5
0,0.5,1.0,0.5536170408806728,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.3908830808781312,0.5,0.16666666666666666,0.5807978374617785,1.0
1,1.0,1.0,0.4768319267563671,0.125,0.0,0.4064512868764628,1.0
1,0.0,0.0,0.6660784882775902,0.0,0.16666666666666666,0.6867806947468754,1.0
1,0.0,0.0,0.5461549750624424,0.0,0.0,0.6729265007057594,1.0
0,0.0,1.0,,0.0,0.0,0.5647115128375297,1.0
1,1.0,1.0,0.4768319267563671,0.0,0.0,0.0,1.0
1,0.5,0.0,0.5801123453070429,0.0,0.16666666666666666,0.5182236662660242,1.0
0,0.0,1.0,0.5596503913434,0.0,0.16666666666666666,0.558774541820896,0.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.7001749747440023,0.125,0.0,0.624236700310742,1.0
0,1.0,0.0,0.5987240403310208,0.0,0.0,0.39492446436253303,1.0
0,0.5,1.0,,0.0,0.0,0.0,1.0
0,1.0,1.0,0.35599324227042795,0.5,0.16666666666666666,0.5573255055537766,0.5
1,1.0,0.0,0.5461549750624424,0.125,0.16666666666666666,0.5197013443584122,1.0
0,1.0,1.0,0.7169853311392642,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.4167698439704556,1.0
0,1.0,1.0,0.3908830808781312,0.0,0.0,0.4664848597225169,1.0
1,1.0,1.0,0.4232560095587681,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,,0.0,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.5340289386283543,0.0,0.0,0.4599876370181719,0.0
1,1.0,1.0,0.5133270005850489,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.42845836148554584,1.0
1,0.5,1.0,0.5846442367504481,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.450565459777283,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.48398492157353723,0.0,0.0,0.6264965261228748,1.0
1,0.0,0.0,0.4232560095587681,0.125,0.0,0.6478248908169066,0.0
0,0.5,1.0,0.5536170408806728,0.0,0.0,0.4836924462891673,0.0
0,1.0,0.0,0.46725377239986554,0.0,0.0,0.46247466680144295,1.0
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,,0.0,0.0,0.5513742636740908,0.0
0,1.0,1.0,0.4616626245711362,0.0,0.0,0.3574588034684496,0.0
0,0.0,0.0,0.31321930524371544,0.125,0.3333333333333333,0.6807836801695953,1.0
1,0.0,1.0,,0.0,0.0,0.5626065760269885,1.0
1,0.0,0.0,0.6253579602329997,0.0,0.16666666666666666,0.7230696912296037,0.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,,0.25,0.0,0.5271675539982079,0.5
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.0,1.0
1,0.5,0.0,,0.0,0.0,0.48128426950603415,0.5
0,1.0,1.0,,0.0,0.0,0.4483469373725304,1.0
1,0.0,1.0,0.27048800833030734,0.125,0.3333333333333333,0.6807836801695953,1.0
1,0.0,0.0,,0.0,0.0,0.656249213797818,0.0
1,0.0,0.0,0.3996249984573158,0.125,0.0,0.6527380875240476,0.0
0,0.5,1.0,0.5133270005850489,0.125,0.0,0.5281745367322644,0.0
1,0.0,0.0,0.5133270005850489,0.0,0.0,0.6028008888411869,0.0
1,0.0,0.0,0.46725377239986554,0.0,0.0,0.6363233976522155,0.0
1,0.0,0.0,0.4106276074984845,0.25,0.3333333333333333,0.7315857305611914,0.0
0,0.5,0.0,0.48398492157353723,0.125,0.16666666666666666,0.5373931885097546,1.0
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.42845836148554584,1.0
0,0.5,1.0,0.5893723924921064,0.125,0.16666666666666666,0.5429282407860633,1.0
1,1.0,0.0,0.48398492157353723,0.0,0.0,0.4167698439704556,1.0
1,0.5,0.0,0.46725377239986554,0.125,0.0,0.5373931885097546,1.0
0,0.5,1.0,0.6462699067792277,0.0,0.0,0.4975909015877031,1.0
1,0.0,0.0,0.5211836891200355,0.0,0.3333333333333333,0.6907812205537641,1.0
1,0.0,0.0,0.5747675236527549,0.125,0.16666666666666666,0.670124209221222,0.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.36814570743360975,1.0
0,1.0,1.0,0.4903222603754447,0.0,0.0,0.42845836148554584,1.0
1,0.5,0.0,0.5133270005850489,0.0,0.0,0.48128426950603415,0.5
1,0.5,0.0,0.450565459777283,0.125,0.16666666666666666,0.5564337764029503,1.0
0,1.0,1.0,,1.0,0.3333333333333333,0.6123987547851958,1.0
1,0.0,0.0,0.5536170408806728,0.0,0.0,0.6729265007057594,0.0
0,1.0,1.0,0.6836929232403552,0.0,0.0,0.30208033137315426,1.0
1,0.5,0.0,0.5536170408806728,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.5211836891200355,0.125,0.16666666666666666,0.5204419095945336,1.0
1,0.0,0.0,0.3908830808781312,0.0,0.16666666666666666,0.6046378629008248,0.0
1,1.0,0.0,,0.25,0.0,0.5271675539982079,0.5
0,0.0,1.0,0.6029084426383433,0.0,0.0,0.5555992086638706,1.0
0,0.0,1.0,0.5635049628108479,0.0,0.16666666666666666,0.6867806947468754,1.0
0,1.0,1.0,0.3908830808781312,0.25,0.0,0.5147917997571257,1.0
1,0.0,0.0,,0.125,0.0,0.6681712229656771,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,0.5058003725529221,0.125,0.0,0.6091169191124597,1.0
1,0.0,0.0,0.5801123453070429,0.0,0.0,0.670124209221222,0.0
1,1.0,1.0,0.5987240403310208,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,0.5987240403310208,0.0,0.0,0.5744411836158962,1.0
1,0.5,1.0,0.31321930524371544,0.125,0.16666666666666666,0.5373931885097546,1.0
1,0.0,0.0,0.46725377239986554,0.375,0.3333333333333333,0.7476408695413723,1.0
0,0.5,1.0,0.49734276888738427,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.4768319267563671,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.5536170408806728,0.0,0.0,0.4895936900036676,1.0
1,0.5,0.0,0.46725377239986554,0.0,0.0,0.4895936900036676,1.0
1,0.5,0.0,0.5747675236527549,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,,0.125,0.0,0.5118652871156263,1.0
1,1.0,1.0,0.3282764692216502,0.125,0.16666666666666666,0.5101082669431759,1.0
0,1.0,1.0,0.5846442367504481,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,0.4586669572844901,0.0,0.0,0.46365120912436747,1.0
0,0.0,1.0,,0.0,0.0,0.5734536154753406,1.0
